Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
5,Jake Riccardi,Greater Western Sydney,Key Forward,11.0,6.0,5.0,0.55,0.45,3.0,1.0,2.0,-1.55,-1.6,0.05,-1.25
5,Jake Stringer,Greater Western Sydney,Gen. Forward,8.0,8.0,0.0,1.0,0.0,2.0,2.0,2.0,-2.6,0.8,-3.4,-0.67
5,Jesse Hogan,Greater Western Sydney,Key Forward,7.0,5.0,2.0,0.71,0.29,3.0,2.0,1.0,-3.19,-1.94,-1.25,-2.0
5,Josh Kelly,Greater Western Sydney,Midfielder,28.0,14.0,14.0,0.5,0.5,2.0,0.0,5.0,6.53,4.2,2.33,-1.47
5,Kieren Briggs,Greater Western Sydney,Ruck,12.0,7.0,5.0,0.58,0.42,3.0,0.0,4.0,0.9,1.2,-0.3,1.05
5,Lachie Ash,Greater Western Sydney,Gen. Defender,33.0,19.0,14.0,0.58,0.42,9.0,0.0,1.0,5.12,0.54,4.58,2.79
5,Lachie Whitfield,Greater Western Sydney,Gen. Defender,24.0,18.0,6.0,0.75,0.25,5.0,0.0,2.0,-4.65,-1.13,-3.52,-2.09
5,Sam Taylor,Greater Western Sydney,Key Defender,19.0,10.0,9.0,0.53,0.47,8.0,0.0,1.0,5.0,2.25,2.75,1.55
5,Toby Bedford,Greater Western Sydney,Mid-Forward,8.0,2.0,6.0,0.25,0.75,1.0,0.0,3.0,-3.0,-3.43,0.43,-1.09
5,Toby Greene,Greater Western Sydney,Gen. Forward,17.0,15.0,2.0,0.88,0.12,6.0,5.0,2.0,0.55,3.46,-2.91,1.41
5,Toby McMullin,Greater Western Sydney,Midfielder,,,,,,,,,,,,
5,Tom Green,Greater Western Sydney,Midfielder,28.0,15.0,13.0,0.54,0.46,5.0,0.0,6.0,-1.74,1.7,-3.43,2.0
6,Aaron Cadman,Greater Western Sydney,Key Forward,10.0,5.0,5.0,0.5,0.5,2.0,0.0,1.0,0.25,-2.21,2.46,-2.71
6,Callan Ward,Greater Western Sydney,Midfielder,12.0,7.0,5.0,0.58,0.42,3.0,0.0,1.0,-3.08,-0.5,-2.58,-0.5
6,Callum Brown,Greater Western Sydney,Gen. Forward,,,,,,,,,,,,
