Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
21,Luke Jackson,Fremantle,Ruck,27.0,7.0,20.0,0.26,0.74,1.0,1.0,6.0,9.24,-0.29,9.52,-2.43
21,Luke Ryan,Fremantle,Gen. Defender,17.0,7.0,10.0,0.41,0.59,2.0,0.0,1.0,-3.75,-9.0,5.25,-4.08
21,Michael Frederick,Fremantle,Gen. Forward,10.0,6.0,4.0,0.6,0.4,2.0,0.0,4.0,-1.33,-1.38,0.04,-1.38
21,Murphy Reid,Fremantle,Gen. Forward,10.0,5.0,5.0,0.5,0.5,1.0,1.0,0.0,-4.46,-2.83,-1.62,-1.04
21,Nathan O'Driscoll,Fremantle,Midfielder,10.0,7.0,3.0,0.7,0.3,1.0,0.0,4.0,-5.86,-1.71,-4.14,-2.0
21,Neil Erasmus,Fremantle,Midfielder,,,,,,,,,,,,
21,Oscar McDonald,Fremantle,Key Defender,12.0,7.0,5.0,0.58,0.42,4.0,1.0,4.0,2.57,0.0,2.57,-0.57
21,Patrick Voss,Fremantle,Key Forward,10.0,7.0,3.0,0.7,0.3,3.0,3.0,2.0,0.3,0.7,-0.4,-0.25
21,Sam Switkowski,Fremantle,Gen. Forward,11.0,7.0,4.0,0.64,0.36,2.0,1.0,6.0,-1.94,1.35,-3.29,-0.53
21,Sean Darcy,Fremantle,Ruck,10.0,7.0,3.0,0.7,0.3,1.0,0.0,6.0,0.18,2.12,-1.94,-0.47
21,Shai Bolton,Fremantle,Mid-Forward,16.0,7.0,9.0,0.44,0.56,1.0,0.0,3.0,-1.91,-2.83,0.91,-1.83
22,Alex Pearce,Fremantle,Key Defender,9.0,5.0,4.0,0.56,0.44,5.0,1.0,1.0,-2.06,-1.31,-0.75,0.06
22,Andrew Brayshaw,Fremantle,Midfielder,23.0,8.0,15.0,0.35,0.65,2.0,0.0,5.0,-3.96,-4.17,0.21,-0.92
22,Bailey Banfield,Fremantle,Gen. Defender,15.0,9.0,6.0,0.6,0.4,0.0,0.0,1.0,1.76,0.81,0.95,-3.19
22,Brennan Cox,Fremantle,Key Defender,7.0,5.0,2.0,0.71,0.29,2.0,0.0,2.0,-3.54,-1.58,-1.96,-2.75
22,Caleb Serong,Fremantle,Midfielder,28.0,15.0,13.0,0.54,0.46,2.0,1.0,2.0,0.62,1.21,-0.58,0.29
22,Heath Chapman,Fremantle,Gen. Defender,10.0,8.0,2.0,0.8,0.2,4.0,0.0,1.0,-2.83,-0.3,-2.52,-0.35
22,Isaiah Dudley,Fremantle,Gen. Forward,,,,,,,,,,,,
22,Jaeger O'Meara,Fremantle,Midfielder,26.0,17.0,9.0,0.65,0.35,4.0,0.0,2.0,8.64,9.43,-0.79,1.43
22,Jordan Clark,Fremantle,Gen. Defender,20.0,9.0,11.0,0.45,0.55,0.0,0.0,3.0,-4.12,-6.88,2.75,-4.75
22,Josh Treacy,Fremantle,Key Forward,10.0,4.0,6.0,0.4,0.6,2.0,2.0,2.0,-1.5,-3.75,2.25,-3.0
22,Jye Amiss,Fremantle,Key Forward,5.0,3.0,2.0,0.6,0.4,3.0,0.0,0.0,-2.12,-1.71,-0.42,-0.42
22,Karl Worner,Fremantle,Gen. Defender,15.0,8.0,7.0,0.53,0.47,4.0,0.0,0.0,1.26,0.22,1.04,-0.09
22,Luke Jackson,Fremantle,Ruck,23.0,12.0,11.0,0.52,0.48,9.0,0.0,3.0,5.24,4.71,0.52,5.57
22,Luke Ryan,Fremantle,Gen. Defender,17.0,14.0,3.0,0.82,0.18,6.0,0.0,3.0,-3.75,-2.0,-1.75,-0.08
22,Michael Frederick,Fremantle,Gen. Forward,17.0,13.0,4.0,0.76,0.24,5.0,2.0,2.0,5.67,5.62,0.04,1.62
